final_balance,income_mean,outcome_mean,incomes_max,incomes_min,outcomes_max,outcomes_min,fequent_operation_hour
9057.91,510.23,468.61,972.52,58.16,989.12,0.41,9
-5500.36,537.87,490.81,951.67,44.84,990.52,4.99,16
5621.57,553.07,476.88,981.6,0.61,999.11,1.31,17
-360.46,514.92,498.19,983.66,8.86,978.55,19.8,11
-6115.9,500.29,552.19,956.78,36.17,983.41,43.92,14
4961.39,589.82,440.03,970.96,17.78,987.76,1,7
868.82,496.18,487.31,994.59,12.15,998.1,43.43,22
-3701.79,458,507.74,987.25,6.11,995.08,16.24,0
-800.39,483.5,556.11,992.22,21.41,975.96,5.69,6
-10002.25,496.85,546.79,937.22,2.36,994.8,15.63,16
-4061.51,475.79,551.05,971.05,2.43,993.58,45.57,15
-1301.46,455.26,454.09,926.93,4.55,984.87,5.38,10
7797.21,469.53,449.69,999.75,13.44,983.29,3.35,7
-3180.93,503.85,494.23,947.11,27.98,988.47,60.45,17
2784.31,512.21,372.83,929.57,93.09,962.61,19.07,1
-5411.4,513.64,461.3,917.62,96.7,985.23,1.59,2
2297.36,544.98,458.38,999.97,35.57,996.27,21.71,20
634.17,544.72,542.42,992.47,34.51,970.69,37.35,7
302.33,518.48,572.96,956.07,103.42,944.64,96.64,4
7603.99,452.76,501.58,983.1,24.55,996.58,5.39,8
-6308.93,534.07,497.86,981.79,34.69,977.25,27.07,17
370.87,506.26,474.77,967.46,49.19,990.36,10.1,10
-813.74,519,511.27,994.82,13.95,994.11,59.74,18
2110.17,549.82,480.31,995.6,3.56,956.45,0.58,5
-4782.3,460.8,481.29,936.47,12.26,962.81,13.92,10
3428.49,499.11,520.82,980.16,28.69,994.06,43.37,9
51.95,432.14,483.58,971.22,30.48,953.71,62.38,23
2409.05,497.38,553.45,992.18,29.51,937.13,10.17,8
-5387.69,435.33,528.1,987.77,17.52,975.56,10.79,19
7216.86,459.07,462.2,987.99,7.91,993.1,26.5,16
-1631.02,521.68,565.76,989.07,0.02,983.08,34.32,12
4590.02,516.63,460.89,990.87,13.81,940.98,43.96,8
3535.03,520.45,493.8,990.2,1.07,973,7.5,3
-13192.37,408.09,610,952.2,65.64,994.22,85.5,8
3471.05,543.96,537.28,991.58,3.87,972.16,14.55,10
14147.45,528.28,444.99,995.01,32.03,986.31,32.42,4
-5071.26,519.75,479.65,999.63,10.66,999.88,4.31,17
-5805.96,421.31,578.23,931.75,59.71,953.3,19.34,8
11977.91,508.2,421.15,992.14,17.15,804.87,34.05,9
5960.67,468.77,478.29,964.2,22.98,996.23,25.44,13
10093.71,529.95,466.27,983.92,4.07,994.93,7.41,1
-2134.41,538.33,463.42,965.82,67.48,985.69,32.09,14
-2987.69,412.46,432.19,942.25,28.98,971.02,7.3,5
-3059.39,536.55,511.89,998.44,24.96,985.04,18.69,22
635.34,512.41,572.62,994.24,19.63,993.55,50.49,12
-3080.65,478,582.66,986.94,8.86,991.9,28.37,13
5910.02,508.23,430.68,980.51,26.71,961.06,24.46,12
8662.92,547.2,448.57,986.4,65.69,907.18,12.27,1
134.89,521.63,435.91,996.62,11.72,990.33,33.72,7
7104.93,547.44,365.62,959.19,82.36,860.97,38.83,15
850.57,495.9,499.43,998.38,2.82,994.81,2.81,13
-3052.55,513.39,530.04,990.13,11.96,983.44,3.14,3
817.78,443.7,372.65,973.61,9.57,935.85,10.94,5
2512.72,421.48,398.97,971.56,10.36,709.76,21.05,1
-3626.96,464.59,521.64,913.21,100.79,946.17,72.52,13
-853.89,361,455.97,880.68,31.92,969.63,20.24,6
11819.42,528.78,457.88,987.47,1.06,963.32,66.85,19
695.31,582.64,478.3,992.72,65.5,927.78,39.29,0
1438.74,489.82,481.48,983.25,20.91,972.97,4.96,19
-209.18,503.32,560.98,985.32,5.61,983.32,5.69,1
11006.65,499.76,479.53,977.28,19.66,982.21,19.78,0
3990.89,519.31,376.78,925.8,11.97,854.94,37.82,21
16650.03,521.34,440.97,976.02,6.3,962.03,7.98,1
3689.12,529.07,492.83,987.82,26.92,975.21,10.69,10
7000.77,547.83,527.1,993.89,29.77,978.03,0.4,11
5352.08,507.59,476.84,994.02,63.02,951.56,7.77,15
10669.73,540.52,329.94,996.48,43.37,903.45,6.87,5
-3236.19,511.99,474.92,937.6,50.15,988.85,64.48,0
-3383.6,512.11,486.58,999.62,32.76,980.87,8.64,22
4323.24,573.97,504.07,983.16,26.49,977.86,10.85,19
581.04,476.41,574.3,957.51,21.22,996.15,82.94,16
14.26,495.09,494.75,981.06,11.9,966.27,3.28,9
-3505.8,478.62,481.25,988.84,13.39,990.64,6.95,20
-4154.11,510.32,492.07,997.98,17.15,984.9,37.99,23
3094.78,539.56,496.14,988.39,9.52,948.74,8.74,17
-1238.25,486.05,540.92,979.58,12.82,976.07,17.06,1
-5493.88,509.7,507.53,978.95,17.71,990.38,2.67,11
7597.49,454.61,534.78,993.42,3.1,967.17,48.28,2
5259.47,539.7,444.63,988.38,9.49,985.21,2.38,12
2621.71,483.91,557.98,976.7,13.32,988.5,9.76,22
-1332.12,484.48,461.18,804.78,21.31,983.59,16.33,21
9961.61,567.03,397.27,997.12,55.68,936.08,4.77,4
-3084.52,425.86,490.71,983.9,36.13,958.01,11.17,7
2548.63,594.03,492.09,985.12,31.06,975.75,28.85,3
-7752.18,525.01,576.32,964.09,26.38,991.45,21.85,22
-12399.22,509.08,533.49,995.53,7.49,973.76,4.05,3
1030.66,454.48,392.6,933.88,5.36,976.26,12.47,21
5186.85,537.49,503.38,979.53,108.86,946.56,8.25,14
202.85,495.55,568.46,932.15,14.13,999.95,34.11,7
-2989.48,489.88,466.98,988.93,2.9,994.98,6.12,2
-16305.51,465.26,534.59,944.09,30.15,990.45,30.08,3
2909.41,538.9,480.14,995.88,45.58,871.26,20.84,17
2857.9,560.17,588.12,964.45,73.72,996.38,90.97,20
9120.93,539.93,542.16,996.01,8.27,998.61,3.61,2
-5004.42,470,503.64,961.45,63.89,987.15,13.95,5
189.69,490.94,523.79,972.85,15.98,990.25,2.04,13
-6949.47,462.21,536.12,903.22,29.23,983.34,83.21,7
-3208.63,491.98,436.9,965.05,30.18,981.26,0.31,4
-9374.38,407.73,484.12,950.71,11.32,986.13,5.58,22
10911.26,514.13,523.21,983.73,33.43,997.43,2.9,16
4226.81,527.65,514.64,997.16,3.78,987.8,1.59,21
3773.91,574.91,499.01,997.11,37.22,998.51,28.73,0
4253.31,517.78,515.55,985.48,14.26,988.66,8.69,3
5711.84,530.07,477.29,999.74,5.29,980.71,6.35,17
-7548.02,371.24,590.16,919.62,76.95,993.28,11.38,10
4264.53,536.94,537.82,993.39,75.63,987.19,72.43,11
-1865.64,386.41,448.04,950.15,9.67,880.63,18.81,5
2539.82,555.23,468.95,980.35,163.88,989.71,62.67,9
944.31,516.29,371.93,950.37,1.48,888.87,33.92,18
-1751.94,448.81,475.5,913.08,10.86,907.13,3.22,23
5131.41,577.68,485.21,993.3,84.13,980.09,11.4,15
-5015.43,497.26,544.98,993.75,11.07,984.24,86.3,6
4453.19,559.58,527.13,995.28,27.23,979.46,44.37,1
4037.09,482.53,474.49,995.86,22.19,969.86,1.82,13
6468.26,533.54,498.82,989.37,34.3,998.23,6.79,11
1852.44,498.73,469.92,987.38,12.35,974.87,5.5,22
-1832.87,443.08,543.78,998.41,60.44,998.86,32.62,6
3280.51,455.07,548.11,975.32,2.48,988.43,38.8,12
-9947.25,431.32,467.71,987.32,28.81,995.07,6.27,16
4942.03,496.87,451.12,992.54,6.79,878.89,9.11,9
-3140.35,437.41,563.02,980.52,51.94,994.4,5.72,3
-1206.45,526.74,505.3,974.14,85.32,971.33,0.94,23
1331.58,509.64,483.95,911.11,0.4,956.54,10.09,13
-11015.14,385.89,529.6,938.36,27.67,931.43,5.1,3
-2682.84,489.74,501.42,953.26,14.34,999.33,2.26,12
-11267.82,520.8,510.5,981.51,12.23,991.5,24.59,2
-835.72,500.04,487.74,978.52,2.58,982.6,82.82,0
-159.92,530.52,536.91,989.05,123.65,992.19,38.57,23
-6142.15,446.35,596.58,870.58,14.61,962.87,198.3,11
1092.55,506.33,503.67,983.28,20.88,976.99,6.36,19
-12126.24,499.76,530.54,994.82,16.3,995.04,9.87,6
-5008.62,431.31,536.95,896.27,52.32,982.87,20.02,8
-1176.41,557.34,503.15,946.2,31.93,988.78,10.56,2
6229.12,487.68,468.88,981.28,5.64,999.17,8.17,19
-4023.44,532.54,564.4,986.72,68.25,994.48,27.51,14
5809.78,511.58,467,995.74,65.15,973.89,0.76,16
5485.42,592.63,561.61,994.79,87.96,982.26,54.01,23
-10039.22,569.5,472.84,984.69,39.46,995.43,10.19,11
87.48,510.14,438.26,996.59,19.16,967.55,3.6,22
158.09,436.1,496.06,976.64,18.55,984.47,1.5,11
-2298.14,451.39,569.21,987.21,19.72,966.11,33.75,17
10659.33,535.09,536.2,991.42,3.03,991.42,40.21,0
927.08,568.87,574,987.12,14.74,986.14,35.71,9
9197.08,520.52,526.46,999.99,38.77,987.64,21.92,2
-8356.67,497.3,569.46,976.26,74,987.49,62.83,18
5652,508.62,527.08,998.83,3.74,985.96,17.09,18
-665.79,496.05,527.76,936.63,4.3,995.42,11.94,22
1004.58,484.63,531.91,973.91,45.34,978.01,18.43,8
-2249.43,532.7,483.76,994.18,4.47,999.99,13.07,23
-1099.73,489.33,452.93,992.32,7.59,996.37,21.53,7
-3941.39,452.6,491.63,998.33,16.64,994.18,30.66,17
-3258.84,473.77,539.26,998.42,11.21,991.3,31.56,5
2789.81,458.07,509.34,983.45,7.95,998.71,103.82,3
-2558.98,445.88,566.08,965.77,25.9,919.98,60.84,23
8961,537.15,516.79,919.75,7.26,970.8,70.52,1
-11570.04,447.78,546.9,991.8,9.39,997.4,12.27,18
-2666.44,462.74,540.97,995.46,18.47,998.43,30.91,0
262.97,574.32,475.85,990.15,34.07,987.72,60.08,4
-1967.39,445.46,511.63,994.04,15.82,985.17,15.99,5
-4572.63,532.29,537.8,989.34,15.5,983.62,73.42,22
2057.51,574.14,459.72,997.79,24.96,904.05,27.51,10
202.99,496.79,555.26,984.06,46.73,997.49,64.08,9
-5418.03,543.61,506.97,907.51,38.82,924.15,1.58,10
-82.49,487.71,438.4,908.57,0.93,988.27,63.24,15
1449.83,481.27,481.16,963.17,6.28,995.26,15.14,5
-3794.32,497.02,572.7,918.91,17.52,998.2,8.59,3
-7506.83,477.34,585.81,953.57,11.71,991.12,4.64,14
-2670.18,469.49,446.66,931.19,61.43,872.05,7.03,16
2627.66,474.31,499.68,978.71,17.3,990.58,22.17,6
1991.14,558.57,478.89,986.48,42.71,979.98,9.83,20
109.29,490.5,501.09,919.49,6.79,978.81,11.28,16
5367.97,532.98,512.58,952.09,4,863.61,74.91,11
-5645.31,521.86,491.67,950.76,6.79,996.72,40.4,19
-13262.34,474.81,529.39,962.03,12.19,994.1,4.89,14
1673.29,573.68,625.64,994.13,78.7,997.58,57.99,3
-4838.66,467.39,522.37,996.83,5.96,988.72,7.62,13
210.37,473.11,495.09,971.54,15.61,949.08,15.34,21
4196.02,512.79,522.31,951.8,2.44,979.12,9.44,21
-4152.02,515.45,515.93,997.02,13.67,961.8,42.53,2
5442.76,510.25,527.7,998.04,3.77,995.7,32.64,0
2856.16,561.32,531.94,999.57,8.06,987.13,15.93,22
-3310.56,555.47,455.48,998.78,21.87,900.59,25.3,17
510.19,510.81,549.38,997.96,24.7,991.68,1.09,3
4332.7,445.94,448.58,972.7,3.07,982.85,3.14,23
8100.57,541.89,563.68,964.58,3.11,997.35,7.86,20
-146.43,491.08,478.77,968.68,3.05,996.94,24.77,20
129.64,502.41,518.62,920.09,6.56,964.84,55.05,4
1237.26,434.37,516.12,986.97,9.03,999.08,6.1,22
-9695.15,523.88,456.62,973.12,51.02,980.41,16.87,2
2122.02,519.05,547.56,966.03,14.72,996.64,2.67,22
873.33,511.98,491.67,994.8,74.82,976.6,7.57,18
6369.92,524.77,544.31,981.29,26.26,993.27,1.26,8
-5828.1,566.95,581.17,978.05,16.05,971.51,36.36,21
2539.05,582.3,461.65,988.77,1.43,991.44,5.05,15
-5071.38,447.89,601.2,989.24,11.87,993.8,51.16,16
-5406.26,519.4,539.58,979.41,34.08,997.22,78,15
-1864.36,489.38,542.27,972.61,20.2,986.14,161.32,1
-1365.29,491.87,524.37,996.95,10.34,959.33,32.02,6
-348.71,525.58,520.66,975.31,10.63,992.9,17.33,11
-1249.24,488.88,501.35,991.05,3.89,984.11,10.25,18
-5589.03,436.62,465.05,940.9,3.14,917.8,12.89,7
5879.94,592.34,550.06,997.52,26.84,995.88,55.2,21
10546.19,520.67,469.15,989.31,18.6,998.8,5.89,19
15885.35,609.09,475.08,995.91,44.23,878.57,32.04,9
0.96,518.54,574.08,996.61,36.27,988.62,15.87,14
-2667.02,482.39,552.57,940.94,0.45,991.36,5.69,8
-1723.29,475.71,507.63,937.09,4.35,991.87,82.03,12
-3133.55,450.54,495.26,984.46,3.5,962.46,2.11,21
7084.28,560.58,546.28,987.13,60.57,994.69,12.53,10
-5179.78,478.08,498.96,984.96,14.7,988.34,15.03,2
1763.52,457.93,444.49,967.12,5.95,911.84,14.31,16
7192.25,561.31,462.43,999.93,0.85,977.97,9.08,11
1495.56,482.22,531.69,985.96,18.92,960.12,3.49,0
-7877.3,594.82,491.05,912.67,176.22,997.62,38.72,13
-1865.45,538.35,513.31,987.73,30.28,976.87,33.14,7
-1082.94,440.56,504.98,984.24,18.79,992.93,8.67,8
3801.91,462.38,460.28,985.34,0.88,969.16,13.14,1
15471.64,614.57,518.72,991.9,40.25,986.05,22.71,13
4863.82,511.97,494.9,996.75,56.14,978.97,8.15,17
-9363.25,490.72,549.61,999.01,46.16,996.5,7.2,15
-7107.07,503.53,538.06,999.92,11.09,981.9,21.9,7
-2838.31,496.05,491.74,942.44,57.34,992.56,15.6,12
7455.39,518.76,549.75,980.42,16.47,989.93,24.02,19
-4275.16,479.51,489.96,973.25,74.95,960.69,1.94,14
3279.01,516.75,479.17,998.61,75.12,969.57,27.02,5
-4653.9,510.37,483.7,947.5,11.98,979.08,26.24,14
-1798.84,489.87,561.39,939.62,37.68,969.45,49.31,1
-502.77,445.42,541.41,927.66,25.39,953.4,23.6,3
1501.93,441.5,491.94,953.03,4.66,976.06,20.2,22
3187.71,537.5,490.18,996.35,5.12,973.41,29.37,10
-1765.06,512.24,477.89,986.97,6.83,995.37,19.24,8
-1637.13,491.94,601.15,965.79,44.21,987.97,13.09,6
-2317.65,507.86,574.53,999.55,19.72,993.63,15.9,17
-8680.32,481.61,543.94,977.71,22.86,986.95,8.22,23
-3839.62,471.48,472.89,954.99,25.63,922.43,26,10
-4716.54,500.98,408.29,915.25,6.81,955.42,9.82,10
2552.97,541.1,503.91,999.02,15.9,995,27.91,6
2723.36,525.1,461.76,975.08,86.94,962.1,26.54,20
6499.77,522.09,455.39,936.21,31.23,947.57,24.81,4
-5791.71,419.52,561.6,948.61,72.65,983.82,161.44,5
-6478.26,470.03,498.71,942.6,29.78,989.97,34.66,6
3770.31,500.5,469.81,962.92,31.46,999.35,35.4,17
4798.74,510.4,437.75,978.44,27.6,949,17.75,8
7332.38,522.36,495.75,985.58,3.25,993.45,42.13,15
3256.47,495.44,564.38,993.73,31.85,985.55,4.13,20
1970.5,494.31,561.87,961.77,16.95,978.1,19.68,22
-6789.65,467.73,523.14,990.7,0.42,964.1,31.19,18
7206.84,522.77,437.98,994.83,7.68,963.31,35.43,15
1811.85,478.97,537.08,985.63,1.54,993.98,1.65,22
-1936,490.82,538.4,979.17,4.7,979.53,35.01,1
2180.02,473.18,494.15,999.84,1.96,997.66,34.98,22
-1566.52,480.1,427.54,981.26,2.77,974.6,2.65,18
-799.1,483.41,518.04,996.69,14.58,964.31,24.36,10
-4615.25,420.85,630.73,954.09,13.73,999.96,48.81,7
-3209.98,486.67,522.39,971.87,48.01,989.48,0.26,0
2747.84,489.81,520.76,990.98,48.9,906.55,19.5,14
-6677.66,468.02,574.32,935.53,16.05,999.82,26.56,14
632.75,534.32,520.26,975.6,77.75,969.81,24.93,0
-1617.11,478.71,484.95,997.11,2.99,974.43,26.83,4
-1606.06,483.12,448.3,976.24,109.57,951.14,21.52,3
-5841,491.86,470.53,993.04,15.24,983.12,0.14,16
-4739.25,488.91,451.32,995.2,38.63,958.34,14.91,22
3814.76,514.04,417.85,979.05,155.24,971.57,28.83,18
-12044.8,519.1,464.41,998.68,2.25,982.29,2.4,4
6016.04,583.56,522.31,989.09,29.14,975.6,0.43,21
-4258.58,514.17,561.82,999.95,22.22,995.11,15.39,19
-1196.74,434.18,462.67,975.88,9.82,975.84,69.81,18
-5082.35,468.08,560.48,992.37,59.42,979.03,32.74,3
6744.39,509.52,405.2,964.2,40.07,937.44,18.27,3
5477.7,556.8,469.01,948.23,29.01,947.72,44.52,7
4537.64,501.38,481.62,990.83,2.14,976.74,6.29,6
-783.64,515.61,499.71,966.95,23.16,974.64,10.77,21
-3289.36,403.69,430.17,998.24,7.37,980.66,8.79,9
3356.74,546.43,542.09,972.02,64.44,977.1,1.38,4
-117.35,512.91,547.56,943.96,10.74,979.4,0.43,19
-6591.88,383.25,413.45,961.31,17.72,961.53,3.97,13
2544.55,576.77,461.21,981.01,4.56,974.06,5.61,5
-1601.08,617.87,575.35,999.46,60.59,976.14,41.53,14
1994.58,514.48,467.14,989.85,5.6,981.14,4.1,19
2157.5,444.6,512.93,990.36,33.29,996.73,1.25,16
163.95,511.85,482.55,999.21,32.92,984.04,3.64,13
193.17,395.82,458.69,914.4,2.47,949.14,6.58,3
7223.23,558.22,457.74,992.99,18,988.07,26.87,3
-2801.08,438.21,498.2,983.68,6.14,977.19,15.98,7
-3850.12,410.77,544.75,994.36,15.51,996.48,28.37,1
-1794.36,494.57,512.87,944.88,102.89,987.42,11.85,16
2418.51,475.67,485.14,996.83,31.92,997.73,14.9,0
625.12,432.44,490.78,954.12,6.18,976.02,2.38,22
7185.21,505.18,431.88,979.61,50.46,983.11,16.12,14
3133.55,453.29,438.34,997.24,18.28,978.13,17.36,17
4026.49,499.85,393.16,999.81,58.51,864.1,38.69,2
2407.15,445.79,573.96,917.52,39.93,931.71,18.56,22
-400.51,579.02,536.01,996.61,1.03,977.53,37.57,6
-5309.02,486.98,512.22,992.35,27.77,994.59,3.33,2
-832.48,533.82,509.02,959.98,45.1,931.46,7.66,11
15697.92,500.07,392.23,997.84,16.85,997.47,14.27,14
-3328.94,481.77,552.95,981.1,4.7,968.88,37.1,20
5677.18,528.15,495.15,994.03,36.18,996.54,9.82,6
5070.09,489.31,442.46,994.4,6.65,944.07,13.2,22
4231.95,546.27,456.37,986.91,1.87,994.41,25.76,12
3323.14,544.36,527.18,934.15,25.66,965.58,7.39,1
-5782.45,397.83,503.2,955.13,0.39,976.2,52.19,3
11361.71,550.48,560.92,999.89,29.53,959.36,133.68,15
-7593.74,566.34,551.06,999.72,18.58,994.9,68.57,17
3272.54,500.63,494.79,996.97,10.6,961.23,14.04,21
-2099.28,490.54,483.61,996.78,27.48,960.79,18.15,9
-3278.02,487.26,483.23,935.32,60.81,954.63,9,16
-11428.66,423.8,527.64,951.34,4.73,998.92,23.76,3
2788.81,541.1,496.19,997.05,85.93,959.23,96.56,10
-10742.67,413.94,535.76,916.29,8.6,983.02,2.6,13
2719.48,531.63,502.04,979.85,52.96,918.92,32.8,7
12821.15,529.03,458.02,989.22,49.81,984.35,4.45,15
-7935.91,528.39,546.47,997.72,17.25,930.69,45.7,14
-4693.04,493.35,528.76,854.39,31.74,960.64,4.27,16
-1707.75,540.06,500.35,942.78,50.14,975.78,34.66,4
-7127.4,473.73,518.82,955.8,15.56,973.49,97.68,4
-699.65,531.66,524.24,988.22,20.52,991.36,11.4,20
-1952.41,522.63,500.6,962.07,10.86,987.64,20.86,23
-3505.14,447.78,511.26,990.86,18.19,946.96,10.68,22
6711.35,588.55,423.69,980.34,141.24,873.28,2.96,22
-1237.51,553.81,466.68,942.27,1.26,987.01,11.68,1
-1819.18,466.74,498.95,956.67,8.3,989.24,7.27,5
-315.57,348.4,475.04,869.45,13.03,988.34,55.98,12
1423.78,505.61,547.92,991.62,13.28,993.08,1.54,19
9513.47,513.2,469.97,951.79,28.29,996.03,0.59,10
4673.16,514.32,469.22,976.08,22.13,980.05,2.5,13
2551.27,528.38,470.9,999.45,3.4,988.9,7.07,1
6284.68,580.15,480.62,999.41,92.13,932.24,40.16,5
-2259.22,506.32,446.68,979.16,51.91,967.91,1.02,5
2426.32,501.23,447.31,990.53,28.34,991.48,32.36,20
3213.31,502.02,441.77,964.04,0.05,999.33,8.01,6
-581.91,365.93,572.37,968.32,59.96,984.52,66.42,14
56.67,451.39,561.88,922.14,49.53,996.79,38.33,15
2518.36,473.68,469.4,988.9,44.76,984.2,9.82,3
1301.76,450.09,496.07,958.36,5,987.14,13.08,10
-9983.32,521.3,553.33,958.92,8.61,967.02,39.72,14
4007.04,429.42,492.07,968.58,34.72,998.28,57.67,5
4311.02,517.11,473.98,992.74,18.2,973.98,19.73,22
1370.76,530.24,569.61,980.45,22.57,996.54,4.06,23
0.19,500.58,468.62,964.91,60.33,905.11,21.15,18
4845.12,543.03,533.39,987.18,98.51,999.76,6.01,7
-465.58,539.24,442.64,987.94,6.11,999.32,3.2,8
-7714.47,372.06,588.88,933.18,22.83,988.31,6.61,20
-2355.33,500.02,506.25,980.47,39.86,966.2,0.92,21
13125.47,614.11,331.12,939.01,82.47,980.06,11.49,23
-749.26,456.5,585.69,962.15,37.57,963.7,14.13,16
-1155.17,469.93,427.26,966.81,44.47,983.98,10.99,11
-7344.15,443.32,529.87,944.46,34.46,939.9,25.43,12
-686.07,567.09,529.42,985.26,41.64,979.82,51.06,5
5561,478.74,471.18,996.19,30.4,984.84,9.07,7
-1835.97,475.86,490.45,984.58,36.52,900.19,22.17,1
-10137.03,423.1,477.62,993.23,2.1,950.42,7.68,19
6711.01,520.45,499.91,970.55,2.43,975.15,2.76,19
-6875.5,501.63,541.19,984.69,3.1,997.58,37.42,12
2957.04,490.48,561.91,991.33,13.08,996.28,0.56,0
1372.78,419.63,429.19,984.67,17.25,994.79,2.03,9
-3272,390.54,473.57,987.07,18.61,979.87,20.8,16
2880.63,511.96,434.59,980.28,89.21,942.87,9.31,14
6930.63,484.97,393.34,984.47,26.75,940.3,16.42,6
1789.58,426.25,530.46,986.64,49.03,905.06,19.11,22
11945.96,577.99,439.84,982.33,1.51,969.76,5.71,14
-3952.47,394.09,478.03,895.38,0.3,958.74,44.63,17
-852.02,505.69,551.25,976.82,9.68,977.93,14.56,0
-9855.85,537.71,564.36,985.31,54.56,979.98,7.83,0
-2784.97,503.85,470.18,977.28,72.97,987.86,2.28,9
-1821.12,462.15,549.97,946.22,58.71,992.13,30.64,8
-2547.4,532.18,539.27,999.94,6.35,999.38,3.01,2
2278.51,504.94,451.95,969.53,68.54,968.22,24.94,9
4513.28,530.79,465.88,986.91,40.2,965.62,24.79,5
-1001.84,525.68,497.63,984.85,0.11,958.26,8.03,21
729.01,510.3,423.73,988.73,17.47,879.84,0.14,7
-1188.6,513.62,519.59,982.44,27.89,962.27,141.43,1
5429.74,535.66,460.52,992.73,8.11,919.14,25.18,10
-2404.18,559.91,509.99,980.62,29.24,971.66,5.1,20
-4807.68,522.35,482.59,993.89,29.16,997.63,4.38,22
-9.59,503.81,467.34,983.73,36.09,991.86,0.54,13
4749.11,544.92,448.52,907.92,5.7,984.41,10.27,1
-1815.31,462.86,395.7,880.81,13.58,839.77,2.97,0
6164.72,515.16,394.96,996.01,67.68,959.51,5.1,20
-8594.89,400.86,577.25,948.56,7.22,995.82,1.21,9
2300.02,587.39,487.39,977.73,145.31,963.78,17.01,7
-5556.63,544.1,465.38,973.02,3.25,948.6,27.68,7
1616.96,517.31,489.44,998.49,14.31,988.15,9.16,18
3299.28,516.88,525.06,995.1,23.72,987.87,1.24,11
5507.99,659.91,432.31,993.97,237.12,978.87,4.89,8
-6188.36,405.44,474.28,905.2,59.1,985.34,7.1,19
-573.76,525.58,511.12,984.6,95.18,999.47,17.45,16
66.61,577.04,507.9,962.31,3.1,869.01,29.51,6
7455.38,459.56,584.15,984.96,15.57,974.11,47.12,7
1298.96,515.85,418.9,966.01,57.45,980.33,20.02,23
7101.39,511.79,513.2,982.99,2.45,973.25,100.75,11
330.61,533.59,500.35,999.55,4.56,924.51,35.86,6
2565.33,498.07,494.33,937.14,21.42,952.1,65.78,11
7534.32,562.74,466.4,977.73,23.87,969.57,56.39,5
2776.08,547.69,489.38,966.81,42.09,977.46,5.24,2
3220.2,503.85,427.55,965.97,3.39,985.4,27.89,18
217.52,440.88,450.6,980.46,55.49,974.91,6.12,6
2182.66,589.77,443.59,919.19,56.44,920.38,0.51,15
-820.45,477.04,504.07,999.8,4.98,987.99,33.38,8
4104.74,602.52,538.71,987.62,3.74,992.26,23.07,3
99.74,479.84,518.12,964.61,2.37,992.96,14.79,14
3289.9,568.14,508.98,985.44,43.14,989.97,51,8
7184.15,532.81,452.11,948.56,80.06,981.1,3.94,16
10939.21,529.3,497.2,962.67,24.07,955.51,0.91,5
-5313.66,464.65,479.15,873.87,3.58,869.43,21.06,7
5452.99,440.08,484.17,995.78,18.24,986.78,19.62,7
-5933.08,529.45,531.3,950.25,26.32,983.42,4.78,19
-38.48,529.49,530.37,969.32,9.31,977.69,32.92,3
-2522.9,486.02,455.67,982.55,34.48,987.94,2.05,11
6949.24,556.71,468.08,970.14,5.46,993.15,4.6,2
7437.62,585.75,432.89,997.31,8.83,921.91,10.15,18
-2552.79,489.72,594.64,994.16,41.9,979.17,26.14,20
-814.09,545.14,463.25,961.84,36.46,949.03,43.49,18
-6680.84,517.39,556.32,986.82,2.09,991.78,2.82,5
3790.91,512.98,332.46,979.57,3.35,823.91,21.61,9
2664.2,458.96,565.48,981.4,13.58,965.29,21.89,18
-4709.43,510.49,526.13,983.17,29.04,993.99,11.91,8
-893.51,518.36,493.78,991.01,18.27,995.03,24.48,6
6739.9,535.8,540.81,988.64,5.29,952.98,18.72,2
10871.78,443.58,428.36,943.8,0.86,971.89,31.18,17
2325.9,478.09,409.68,935.86,16.25,986.75,70.34,18
4820.23,553.82,486.61,997.77,1.5,988.38,25.62,18
1025,470.78,536.04,995.37,19.25,980.13,21,8
-421.36,476.08,511.98,997.34,32.38,964.29,12,4
-7329.85,491.91,562.57,991.98,5.5,998.19,45.48,10
5141.15,500.59,625.29,956.28,1.15,991.83,128.62,18
-6461.32,393.74,497.94,878.24,1.39,993.64,14.75,6
911.09,492.95,460.41,974.46,99,956.14,67.7,21
7135.78,529.6,397.74,999.9,22.45,817.09,18.53,0
-3017.09,491.77,524.59,991.55,11.56,976.94,9.48,20
832.25,457.34,442.34,951.16,29.54,980.15,73,0
100.39,531.66,457.42,915.59,53.75,988.95,54.76,7
6715.5,487.94,435.48,995.9,13.93,994.75,8.02,19
6605.78,531.19,479.97,983.64,10.46,967.95,2.64,7
-909.88,492.81,535.46,967.05,30.01,993.26,62.38,3
810.99,469.97,617.41,993.02,6.71,948.34,141.18,13
6770.3,513.2,511.3,999.61,7.45,998.24,28.27,0
1426.19,475.37,454.7,988.04,32.62,996.83,14.24,15
-112.03,482.34,469.12,963.79,14.13,994.85,17.43,12
1324.54,504.13,498.48,940.81,6.83,971.29,52.25,9
-7950.34,474.52,485.71,916.73,56.71,991.06,15.76,16
-2379.97,524.56,494.51,978.73,7.26,968.36,3.48,2
2703.76,489.36,493.59,975.69,14.03,934.39,11.19,12
10607.69,540.89,490.8,957.47,4.51,973.84,53.66,6
4825.23,592.81,494.44,984.62,79.28,988.65,72.14,0
-1563.97,478.12,528.94,999.31,10.81,985.53,40.59,10
-8741.48,467.67,553.31,918.19,33.1,989.49,36.31,21
